Anno Accertamento;Mese Accertamento;Giorno Accertamento;Tipologia Verbale;Tipo Sanzione;Via 1;Numero Civico;Via 2;Descrizione Sanzione;Descrizione Paragrafo;Descrizione Capitolo;Descrizione Prontuario;Numero Verbali
2017;01;03;POLIZIA MUNICIPALE;Amministrativa;Via Venaria;106;(Altri);ARTT. 13 C. 5?47 NORME RACCOLTE DIFFERENZIATE REGOLAMENTO GESTIONE RIFIUTI URBANI;NORME RACCOLTE DIFFERENZIATE;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;01;03;POLIZIA MUNICIPALE;Tributaria;Via Ala Di Stura;61;(Altri);ART. 18 C. 2 PASSI CARRABILI REGOLAMENTO C.O.S.A.P.;PASSI CARRABILI;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;03;POLIZIA MUNICIPALE;Tributaria;Via Conte Verde;1;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;04;POLIZIA MUNICIPALE;Amministrativa;Corso Bramante;78;(Altri);ART. 57 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;04;POLIZIA MUNICIPALE;Amministrativa;Corso Casale;44;(Altri);ART. 193 IN REL ART. 258 C. 4 TRASPORTO RIFIUTI NON PERICOLOSI TUTELA AMBIENTE ? D.L.VO 152/06;TRASPORTO RIFIUTI NON PERICOLOSI;OBBLIGO DI TENUTA DEI FORMULARI;TUTELA AMBIENTE ? D.L.VO 152/06;1
2017;01;04;POLIZIA MUNICIPALE;Amministrativa;Piazza Gran Madre Di Dio;4;(Altri);ART. 57 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;04;POLIZIA MUNICIPALE;Amministrativa;Via Arnaldo Da Brescia;49;(Altri);ART. 40 C. 1 PUNTO 1 SPECIE COLUMBA LIVIA DOMESTICA REGOLAMENTO TUTELA E BENESSERE ANIMALI;SPECIE COLUMBA LIVIA DOMESTICA;ALTRE SPECIE ANIMALI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Corso Siracusa;231;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;7
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;78;(Altri);ART. 12 C. 1 L. 1/1990 ESERCITA ATTIV. DI ESTET SENZA REQUISITI REG. 324/07 DISCP. ACCONC.ED ESTETICA;ESERCITA ATTIV. DI ESTET SENZA REQUISITI;DISCIPLINA DELLE ATTIV. ACCON E ESTET.;REG. 324/07 DISCP. ACCONC.ED ESTETICA;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Corso Vercelli;78;(Altri);ART. 3 C. 1 IN REL ART. 11 C. 2 ESERCITA ATTIV. DI ESTET SENZA REQUISITI REG. 324/07 DISCP. ACCONC.ED ESTETICA;ESERCITA ATTIV. DI ESTET SENZA REQUISITI;DISCIPLINA DELLE ATTIV. ACCON E ESTET.;REG. 324/07 DISCP. ACCONC.ED ESTETICA;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Corso Xi Febbraio;0;Via G. Bazzi;ART. 57 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Piazza Cln;255;(Altri);ART. 57 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Via Chiesa Della Salute;29;(Altri);ART. 10 C. 2/3 INOSSERVANZA ORDINANZA REGOLAMENTO INQUINAMENTO ACUSTICO;INOSSERVANZA ORDINANZA;INOTTEMPERANZA;REGOLAMENTO INQUINAMENTO ACUSTICO;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Via Gradisca;164;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Via Maria Vittoria;7;(Altri);ARTT. 10 C. 8?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;01;05;POLIZIA MUNICIPALE;Amministrativa;Via Oropa;130;(Altri);ARTT. 11 C. 4?47 OPERAZIONE DI RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;OPERAZIONE DI RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI;1
2017;01;05;POLIZIA MUNICIPALE;Tributaria;Via Maria Vittoria;7;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;06;POLIZIA MUNICIPALE;Amministrativa;Corso Francia;195;(Altri);ART. 44 C. 1 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;01;06;POLIZIA MUNICIPALE;Amministrativa;Via P. Sacchi;65;(Altri);ART. 44 C. 3 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Corso A. Tassoni;0;Corso Regina Margherita;ART. 10 PUNTO 2 ABBANDONO DI ANIMALI REGOLAMENTO TUTELA E BENESSERE ANIMALI;ABBANDONO DI ANIMALI;DISPOSIZIONI GENERALI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Corso Cosenza;26;(Altri);ARTT. 6 C. 2 C. 6?28 C. 4 IN REL ART. 24 C. 2D.L.vo 507/1993 SUBINGRESSO NELL' AUTORIZZAZIONE REGOLAMENTO C.I.M.P. 2010;SUBINGRESSO NELL' AUTORIZZAZIONE;DISPOSIZIONI GENERALI;REGOLAMENTO C.I.M.P. 2010;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Corso S.Maurizio;50;(Altri);ART. 44 C. 3 MISURE CONTENITIVE REGOLAMENTO POLIZIA URBANA;MISURE CONTENITIVE;TUTELA TRANQUILLITA' PUBBLICA;REGOLAMENTO POLIZIA URBANA;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Piazza Chiesa Della Salute;17;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Piazza Della Repubblica;27;(Altri);ART. 12 C. 3 OCCUPAZIONE POSTEGGIO REGOLAMENTO AREE MERCATALI;OCCUPAZIONE POSTEGGIO;REGOLAMENTAZIONE POSTEGGI;REG. DISC. DEL COMMERCIO SU AREA PUBBLICA;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Via Artisti;28;(Altri);ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;5;(Altri);ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Via Belfiore;10;(Altri);ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Via Montebello;11;(Altri);ART. 6 OCCUPAZIONE ABUSIVA REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;OCCUPAZIONE ABUSIVA;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;1
2017;01;07;POLIZIA MUNICIPALE;Amministrativa;Via Ventimiglia;228;(Altri);ART. 6 OCCUPAZIONE ABUSIVA REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;OCCUPAZIONE ABUSIVA;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;1
2017;01;07;POLIZIA MUNICIPALE;Tributaria;Via Montebello;11;(Altri);ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;08;POLIZIA MUNICIPALE;Amministrativa;Via C. Berthollet;13;(Altri);ART. 44 C. 3 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA;1
2017;01;08;POLIZIA MUNICIPALE;Amministrativa;Via S. Anselmo;34;(Altri);ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA;1
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;94;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;2
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Piazza Sabotino;8;(Altri);ART. 57 RISERVE DI PARCHEGGIO REGOLAMENTO C.O.S.A.P.;RISERVE DI PARCHEGGIO;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;3
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Via C. Pinchia;11;(Altri);ARTT. 3/5?12/1 VARIAZIONI TUTELA ANIMALI?L.R. 18/04;VARIAZIONI;ANAGRAFE CANINA INFORMATIZZATA;TUTELA ANIMALI?L.R. 18/04;1
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Via Duchessa Jolanda;0;Via Principi D'acaja;ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Via Porta Palatina;6;(Altri);ARTT. 7 C. 1?22 C. 1/6 ESERCIZI DI VICINATO ATTIVITA' PRODUTTIVE?D.L.vo 114/98;ESERCIZI DI VICINATO;ESERC. VEND. DETTAGLIO IN SEDE FISSA;ATTIVITA' PRODUTTIVE?D.L.vo 114/98;1
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Via Porta Palatina;6;(Altri);ARTT. 9 C. 1?21 C. 1 AUTORIZZAZIONE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AUTORIZZAZIONE;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Via Sospello;159;(Altri);ART. 28 PUNTO 3 DOCUMENTI DA PORTARE AL SEGUITO REGOLAMENTO TUTELA E BENESSERE ANIMALI;DOCUMENTI DA PORTARE AL SEGUITO;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Via Sospello;159;(Altri);ART. 9 PUNTO 2 DIVIETI GENERALI REGOLAMENTO TUTELA E BENESSERE ANIMALI;DIVIETI GENERALI;DISPOSIZIONI GENERALI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;01;09;POLIZIA MUNICIPALE;Amministrativa;Via Sospello;159;(Altri);ART. 9 PUNTO 4 DIVIETI GENERALI REGOLAMENTO TUTELA E BENESSERE ANIMALI;DIVIETI GENERALI;DISPOSIZIONI GENERALI;REGOLAMENTO TUTELA E BENESSERE ANIMALI;1
2017;01;09;POLIZIA MUNICIPALE;Tributaria;Via Vandalino;9;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;10;GUARDIA DI FINANZA;Amministrativa;Corso Sebastopoli;123;(Altri);ARTT. 28 C. 4?29 C. 1 AUTORIZZAZIONI ATTIVITA' PRODUTTIVE?D.L.vo 114/98;AUTORIZZAZIONI;COMMERCIO SU AREE PUBBLICHE;ATTIVITA' PRODUTTIVE?D.L.vo 114/98;2
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;0;Via P.C. Boggio;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;2
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Corso F. Ferrucci;94;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Corso Francia;323;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Corso Giulio Cesare;147;(Altri);ART. 3 C. 1 REGOLAMENTO N� 324 ATTIVITA' ACCONCIATORE;REGOLAMENTO N� 324;SENZA LA PRESENTAZIONE SCIA;ATTIVITA' ACCONCIATORE;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Galleria S. Federico;15;(Altri);ART. 13 C. 2 NON CONFORME REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;NON CONFORME;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Galleria S. Federico;15;(Altri);ART. 6 OCCUPAZIONE ABUSIVA REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;OCCUPAZIONE ABUSIVA;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Napoli;2;(Altri);ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Napoli;2;(Altri);ART. 6 C. 5 ALL. 2 REG. CEE N� 852/2004 ATTIVITA' PRODUTTIVE D.L.VO N� 193/2007;ALL. 2 REG. CEE N� 852/2004;REQUISITI IN MATERIA D'IGIENE;ATTIVITA' PRODUTTIVE D.L.VO N� 193/2007;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Napoli;2;(Altri);ARTT. 16 C. 1?18 C. 3 VENDITA DI PRODOTTI SFUSI ETICHETTATURA?D.L.vo109/92;VENDITA DI PRODOTTI SFUSI;ETICHETTATURA PRODOTTI ALIMENTARI;ETICHETTATURA?D.L.vo109/92;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Napoli;2;(Altri);ARTT. 17 C. 5?21 C. 2 ORARIO DI APERTURA ATTIVITA' PRODUTTIVE ? L.R. 38/2006;ORARIO DI APERTURA;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Lungo Dora Napoli;2;(Altri);ARTT. 7 C. 1?22 C. 1/6 ESERCIZI DI VICINATO ATTIVITA' PRODUTTIVE?D.L.vo 114/98;ESERCIZI DI VICINATO;ESERC. VEND. DETTAGLIO IN SEDE FISSA;ATTIVITA' PRODUTTIVE?D.L.vo 114/98;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Piazza Rivoli;12;(Altri);ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Via A. Carroccio;5;(Altri);ART. 7 C. 1 LETT. R COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Via A. Lovera Di Maria;1;(Altri);ART. 5 C. 8 RILASCIO?RINNOVO CONC. E AUTOR. REGOLAMENTO C.O.S.A.P.;RILASCIO?RINNOVO CONC. E AUTOR.;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Via C. Pavese;0;(Altri);ART. 18 SANZIONI ED INDENNITA' DI MORA REGOLAMENTO C.O.S.A.P.;SANZIONI ED INDENNITA' DI MORA;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Via C. Pavese;0;(Altri);ART. 252 BIS C. 4 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Via C. Pisacane;47;(Altri);ARTT. 16 C. 3?12 AUTORIZZAZIONI IN DEROGA REGOLAMENTO INQUINAMENTO ACUSTICO;AUTORIZZAZIONI IN DEROGA;MANIFESTAZIONI TEMPORANEE RUMOROSE;REGOLAMENTO INQUINAMENTO ACUSTICO;1
2017;01;10;POLIZIA MUNICIPALE;Amministrativa;Via Camillo Riccio;53;(Altri);ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE;1
